loop,domain,checks,status,detail
8913,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
8914,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
8915,k5_help_wiki,11,PASS,Wiki-Topic ok
8916,k6_text_quality,194,PASS,de: 40 Werte sauber
8917,k7_update_path,6,PASS,Update-Pfad ok
8918,k8_key_discipline,60,PASS,Schluesseldisziplin ok
8919,k9_dialog_invariants,5,PASS,budget_adjustment_dialog.py: Invarianten ok
8920,k10_regression_shield,14,PASS,Regressionsschild intakt
8921,k1_first_run_path,11,PASS,Erststartpfad ok
8922,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
8923,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
8924,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
8925,k5_help_wiki,11,PASS,Wiki-Topic ok
8926,k6_text_quality,200,PASS,en: 40 Werte sauber
8927,k7_update_path,6,PASS,Update-Pfad ok
8928,k8_key_discipline,62,PASS,Schluesseldisziplin ok
8929,k9_dialog_invariants,5,PASS,budget_entry_dialog_extended.py: Invarianten ok
8930,k10_regression_shield,14,PASS,Regressionsschild intakt
8931,k1_first_run_path,11,PASS,Erststartpfad ok
8932,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
8933,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
8934,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
8935,k5_help_wiki,11,PASS,Wiki-Topic ok
8936,k6_text_quality,200,PASS,fr: 40 Werte sauber
8937,k7_update_path,6,PASS,Update-Pfad ok
8938,k8_key_discipline,60,PASS,Schluesseldisziplin ok
8939,k9_dialog_invariants,3,PASS,budget_fill_dialog.py: Invarianten ok
8940,k10_regression_shield,14,PASS,Regressionsschild intakt
8941,k1_first_run_path,11,PASS,Erststartpfad ok
8942,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
8943,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
8944,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
8945,k5_help_wiki,11,PASS,Wiki-Topic ok
8946,k6_text_quality,194,PASS,de: 40 Werte sauber
8947,k7_update_path,6,PASS,Update-Pfad ok
8948,k8_key_discipline,62,PASS,Schluesseldisziplin ok
8949,k9_dialog_invariants,3,PASS,category_delete_dialog.py: Invarianten ok
8950,k10_regression_shield,14,PASS,Regressionsschild intakt
8951,k1_first_run_path,11,PASS,Erststartpfad ok
8952,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
8953,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
8954,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
8955,k5_help_wiki,11,PASS,Wiki-Topic ok
8956,k6_text_quality,197,PASS,en: 40 Werte sauber
8957,k7_update_path,6,PASS,Update-Pfad ok
8958,k8_key_discipline,60,PASS,Schluesseldisziplin ok
8959,k9_dialog_invariants,1,PASS,category_excel_io.py: Invarianten ok
8960,k10_regression_shield,14,PASS,Regressionsschild intakt
8961,k1_first_run_path,11,PASS,Erststartpfad ok
8962,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
8963,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
8964,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
8965,k5_help_wiki,11,PASS,Wiki-Topic ok
8966,k6_text_quality,200,PASS,fr: 40 Werte sauber
8967,k7_update_path,6,PASS,Update-Pfad ok
8968,k8_key_discipline,61,PASS,Schluesseldisziplin ok
8969,k9_dialog_invariants,3,PASS,category_manager_dialog.py: Invarianten ok
8970,k10_regression_shield,14,PASS,Regressionsschild intakt
8971,k1_first_run_path,11,PASS,Erststartpfad ok
8972,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
8973,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
8974,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
8975,k5_help_wiki,11,PASS,Wiki-Topic ok
8976,k6_text_quality,200,PASS,de: 40 Werte sauber
8977,k7_update_path,6,PASS,Update-Pfad ok
8978,k8_key_discipline,61,PASS,Schluesseldisziplin ok
8979,k9_dialog_invariants,1,PASS,category_picker.py: Invarianten ok
8980,k10_regression_shield,14,PASS,Regressionsschild intakt
8981,k1_first_run_path,11,PASS,Erststartpfad ok
8982,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
8983,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
8984,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
8985,k5_help_wiki,11,PASS,Wiki-Topic ok
8986,k6_text_quality,200,PASS,en: 40 Werte sauber
8987,k7_update_path,6,PASS,Update-Pfad ok
8988,k8_key_discipline,60,PASS,Schluesseldisziplin ok
8989,k9_dialog_invariants,7,PASS,category_properties_dialog.py: Invarianten ok
8990,k10_regression_shield,14,PASS,Regressionsschild intakt
8991,k1_first_run_path,11,PASS,Erststartpfad ok
8992,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
8993,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
8994,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
8995,k5_help_wiki,11,PASS,Wiki-Topic ok
8996,k6_text_quality,200,PASS,fr: 40 Werte sauber
8997,k7_update_path,6,PASS,Update-Pfad ok
8998,k8_key_discipline,60,PASS,Schluesseldisziplin ok
8999,k9_dialog_invariants,3,PASS,copy_year_dialog.py: Invarianten ok
9000,k10_regression_shield,14,PASS,Regressionsschild intakt
9001,k1_first_run_path,11,PASS,Erststartpfad ok
9002,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9003,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9004,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9005,k5_help_wiki,11,PASS,Wiki-Topic ok
9006,k6_text_quality,200,PASS,de: 40 Werte sauber
9007,k7_update_path,6,PASS,Update-Pfad ok
9008,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9009,k9_dialog_invariants,3,PASS,database_management_dialog.py: Invarianten ok
9010,k10_regression_shield,14,PASS,Regressionsschild intakt
9011,k1_first_run_path,11,PASS,Erststartpfad ok
9012,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9013,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9014,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9015,k5_help_wiki,11,PASS,Wiki-Topic ok
9016,k6_text_quality,197,PASS,en: 40 Werte sauber
9017,k7_update_path,6,PASS,Update-Pfad ok
9018,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9019,k9_dialog_invariants,3,PASS,export_dialog.py: Invarianten ok
9020,k10_regression_shield,14,PASS,Regressionsschild intakt
9021,k1_first_run_path,11,PASS,Erststartpfad ok
9022,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9023,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9024,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9025,k5_help_wiki,11,PASS,Wiki-Topic ok
9026,k6_text_quality,194,PASS,fr: 40 Werte sauber
9027,k7_update_path,6,PASS,Update-Pfad ok
9028,k8_key_discipline,62,PASS,Schluesseldisziplin ok
9029,k9_dialog_invariants,3,PASS,favorites_dashboard_dialog.py: Invarianten ok
9030,k10_regression_shield,14,PASS,Regressionsschild intakt
9031,k1_first_run_path,11,PASS,Erststartpfad ok
9032,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9033,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9034,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9035,k5_help_wiki,11,PASS,Wiki-Topic ok
9036,k6_text_quality,191,PASS,de: 40 Werte sauber
9037,k7_update_path,6,PASS,Update-Pfad ok
9038,k8_key_discipline,68,PASS,Schluesseldisziplin ok
9039,k9_dialog_invariants,3,PASS,global_search_dialog.py: Invarianten ok
9040,k10_regression_shield,14,PASS,Regressionsschild intakt
9041,k1_first_run_path,11,PASS,Erststartpfad ok
9042,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9043,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9044,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9045,k5_help_wiki,11,PASS,Wiki-Topic ok
9046,k6_text_quality,191,PASS,en: 40 Werte sauber
9047,k7_update_path,6,PASS,Update-Pfad ok
9048,k8_key_discipline,62,PASS,Schluesseldisziplin ok
9049,k9_dialog_invariants,1,PASS,help_content.py: Invarianten ok
9050,k10_regression_shield,14,PASS,Regressionsschild intakt
9051,k1_first_run_path,11,PASS,Erststartpfad ok
9052,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9053,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9054,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9055,k5_help_wiki,11,PASS,Wiki-Topic ok
9056,k6_text_quality,197,PASS,fr: 40 Werte sauber
9057,k7_update_path,6,PASS,Update-Pfad ok
9058,k8_key_discipline,61,PASS,Schluesseldisziplin ok
9059,k9_dialog_invariants,3,PASS,help_dialog.py: Invarianten ok
9060,k10_regression_shield,14,PASS,Regressionsschild intakt
9061,k1_first_run_path,11,PASS,Erststartpfad ok
9062,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9063,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9064,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9065,k5_help_wiki,11,PASS,Wiki-Topic ok
9066,k6_text_quality,188,PASS,de: 40 Werte sauber
9067,k7_update_path,6,PASS,Update-Pfad ok
9068,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9069,k9_dialog_invariants,3,PASS,language_select_dialog.py: Invarianten ok
9070,k10_regression_shield,14,PASS,Regressionsschild intakt
9071,k1_first_run_path,11,PASS,Erststartpfad ok
9072,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9073,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9074,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9075,k5_help_wiki,11,PASS,Wiki-Topic ok
9076,k6_text_quality,194,PASS,en: 40 Werte sauber
9077,k7_update_path,6,PASS,Update-Pfad ok
9078,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9079,k9_dialog_invariants,7,PASS,login_dialog.py: Invarianten ok
9080,k10_regression_shield,14,PASS,Regressionsschild intakt
9081,k1_first_run_path,11,PASS,Erststartpfad ok
9082,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9083,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9084,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9085,k5_help_wiki,11,PASS,Wiki-Topic ok
9086,k6_text_quality,197,PASS,fr: 40 Werte sauber
9087,k7_update_path,6,PASS,Update-Pfad ok
9088,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9089,k9_dialog_invariants,5,PASS,main_window.py: Invarianten ok
9090,k10_regression_shield,14,PASS,Regressionsschild intakt
9091,k1_first_run_path,11,PASS,Erststartpfad ok
9092,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9093,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9094,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9095,k5_help_wiki,11,PASS,Wiki-Topic ok
9096,k6_text_quality,200,PASS,de: 40 Werte sauber
9097,k7_update_path,6,PASS,Update-Pfad ok
9098,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9099,k9_dialog_invariants,3,PASS,month_close_dialog.py: Invarianten ok
9100,k10_regression_shield,14,PASS,Regressionsschild intakt
9101,k1_first_run_path,11,PASS,Erststartpfad ok
9102,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9103,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9104,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9105,k5_help_wiki,11,PASS,Wiki-Topic ok
9106,k6_text_quality,200,PASS,en: 40 Werte sauber
9107,k7_update_path,6,PASS,Update-Pfad ok
9108,k8_key_discipline,71,PASS,Schluesseldisziplin ok
9109,k9_dialog_invariants,3,PASS,quick_add_dialog.py: Invarianten ok
9110,k10_regression_shield,14,PASS,Regressionsschild intakt
9111,k1_first_run_path,11,PASS,Erststartpfad ok
9112,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9113,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9114,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9115,k5_help_wiki,11,PASS,Wiki-Topic ok
9116,k6_text_quality,197,PASS,fr: 40 Werte sauber
9117,k7_update_path,6,PASS,Update-Pfad ok
9118,k8_key_discipline,70,PASS,Schluesseldisziplin ok
9119,k9_dialog_invariants,1,PASS,reauth.py: Invarianten ok
9120,k10_regression_shield,14,PASS,Regressionsschild intakt
9121,k1_first_run_path,11,PASS,Erststartpfad ok
9122,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9123,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9124,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9125,k5_help_wiki,11,PASS,Wiki-Topic ok
9126,k6_text_quality,197,PASS,de: 40 Werte sauber
9127,k7_update_path,6,PASS,Update-Pfad ok
9128,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9129,k9_dialog_invariants,3,PASS,recurring_bookings_dialog.py: Invarianten ok
9130,k10_regression_shield,14,PASS,Regressionsschild intakt
9131,k1_first_run_path,11,PASS,Erststartpfad ok
9132,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9133,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9134,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9135,k5_help_wiki,11,PASS,Wiki-Topic ok
9136,k6_text_quality,194,PASS,en: 40 Werte sauber
9137,k7_update_path,6,PASS,Update-Pfad ok
9138,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9139,k9_dialog_invariants,3,PASS,restore_key_dialog.py: Invarianten ok
9140,k10_regression_shield,14,PASS,Regressionsschild intakt
9141,k1_first_run_path,11,PASS,Erststartpfad ok
9142,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9143,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9144,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9145,k5_help_wiki,11,PASS,Wiki-Topic ok
9146,k6_text_quality,185,PASS,fr: 40 Werte sauber
9147,k7_update_path,6,PASS,Update-Pfad ok
9148,k8_key_discipline,61,PASS,Schluesseldisziplin ok
9149,k9_dialog_invariants,1,PASS,savings_goal_messages.py: Invarianten ok
9150,k10_regression_shield,14,PASS,Regressionsschild intakt
9151,k1_first_run_path,11,PASS,Erststartpfad ok
9152,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9153,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9154,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9155,k5_help_wiki,11,PASS,Wiki-Topic ok
9156,k6_text_quality,200,PASS,de: 40 Werte sauber
9157,k7_update_path,6,PASS,Update-Pfad ok
9158,k8_key_discipline,78,PASS,Schluesseldisziplin ok
9159,k9_dialog_invariants,7,PASS,savings_goals_dialog.py: Invarianten ok
9160,k10_regression_shield,14,PASS,Regressionsschild intakt
9161,k1_first_run_path,11,PASS,Erststartpfad ok
9162,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9163,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9164,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9165,k5_help_wiki,11,PASS,Wiki-Topic ok
9166,k6_text_quality,200,PASS,en: 40 Werte sauber
9167,k7_update_path,6,PASS,Update-Pfad ok
9168,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9169,k9_dialog_invariants,3,PASS,setup_assistant_dialog.py: Invarianten ok
9170,k10_regression_shield,14,PASS,Regressionsschild intakt
9171,k1_first_run_path,11,PASS,Erststartpfad ok
9172,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9173,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9174,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9175,k5_help_wiki,11,PASS,Wiki-Topic ok
9176,k6_text_quality,200,PASS,fr: 40 Werte sauber
9177,k7_update_path,6,PASS,Update-Pfad ok
9178,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9179,k9_dialog_invariants,3,PASS,shortcuts_dialog.py: Invarianten ok
9180,k10_regression_shield,14,PASS,Regressionsschild intakt
9181,k1_first_run_path,11,PASS,Erststartpfad ok
9182,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9183,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9184,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9185,k5_help_wiki,11,PASS,Wiki-Topic ok
9186,k6_text_quality,197,PASS,de: 40 Werte sauber
9187,k7_update_path,6,PASS,Update-Pfad ok
9188,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9189,k9_dialog_invariants,3,PASS,special_income_dialog.py: Invarianten ok
9190,k10_regression_shield,14,PASS,Regressionsschild intakt
9191,k1_first_run_path,11,PASS,Erststartpfad ok
9192,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9193,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9194,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9195,k5_help_wiki,11,PASS,Wiki-Topic ok
9196,k6_text_quality,200,PASS,en: 40 Werte sauber
9197,k7_update_path,6,PASS,Update-Pfad ok
9198,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9199,k9_dialog_invariants,3,PASS,startup_wizard.py: Invarianten ok
9200,k10_regression_shield,14,PASS,Regressionsschild intakt
9201,k1_first_run_path,11,PASS,Erststartpfad ok
9202,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9203,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9204,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9205,k5_help_wiki,11,PASS,Wiki-Topic ok
9206,k6_text_quality,200,PASS,fr: 40 Werte sauber
9207,k7_update_path,6,PASS,Update-Pfad ok
9208,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9209,k9_dialog_invariants,3,PASS,tags_manager_dialog.py: Invarianten ok
9210,k10_regression_shield,14,PASS,Regressionsschild intakt
9211,k1_first_run_path,11,PASS,Erststartpfad ok
9212,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9213,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9214,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9215,k5_help_wiki,11,PASS,Wiki-Topic ok
9216,k6_text_quality,200,PASS,de: 40 Werte sauber
9217,k7_update_path,6,PASS,Update-Pfad ok
9218,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9219,k9_dialog_invariants,3,PASS,theme_editor_dialog.py: Invarianten ok
9220,k10_regression_shield,14,PASS,Regressionsschild intakt
9221,k1_first_run_path,11,PASS,Erststartpfad ok
9222,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9223,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9224,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9225,k5_help_wiki,11,PASS,Wiki-Topic ok
9226,k6_text_quality,185,PASS,en: 40 Werte sauber
9227,k7_update_path,6,PASS,Update-Pfad ok
9228,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9229,k9_dialog_invariants,1,PASS,type_color_helper.py: Invarianten ok
9230,k10_regression_shield,14,PASS,Regressionsschild intakt
9231,k1_first_run_path,11,PASS,Erststartpfad ok
9232,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9233,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9234,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9235,k5_help_wiki,11,PASS,Wiki-Topic ok
9236,k6_text_quality,194,PASS,fr: 40 Werte sauber
9237,k7_update_path,6,PASS,Update-Pfad ok
9238,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9239,k9_dialog_invariants,1,PASS,ui_colors.py: Invarianten ok
9240,k10_regression_shield,14,PASS,Regressionsschild intakt
9241,k1_first_run_path,11,PASS,Erststartpfad ok
9242,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9243,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9244,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9245,k5_help_wiki,11,PASS,Wiki-Topic ok
9246,k6_text_quality,197,PASS,de: 40 Werte sauber
9247,k7_update_path,6,PASS,Update-Pfad ok
9248,k8_key_discipline,65,PASS,Schluesseldisziplin ok
9249,k9_dialog_invariants,3,PASS,update_dialog.py: Invarianten ok
9250,k10_regression_shield,14,PASS,Regressionsschild intakt
9251,k1_first_run_path,11,PASS,Erststartpfad ok
9252,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9253,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9254,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9255,k5_help_wiki,11,PASS,Wiki-Topic ok
9256,k6_text_quality,200,PASS,en: 40 Werte sauber
9257,k7_update_path,6,PASS,Update-Pfad ok
9258,k8_key_discipline,66,PASS,Schluesseldisziplin ok
9259,k9_dialog_invariants,1,PASS,account_data_hub.py: Invarianten ok
9260,k10_regression_shield,14,PASS,Regressionsschild intakt
9261,k1_first_run_path,11,PASS,Erststartpfad ok
9262,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9263,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9264,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9265,k5_help_wiki,11,PASS,Wiki-Topic ok
9266,k6_text_quality,200,PASS,fr: 40 Werte sauber
9267,k7_update_path,6,PASS,Update-Pfad ok
9268,k8_key_discipline,65,PASS,Schluesseldisziplin ok
9269,k9_dialog_invariants,3,PASS,account_management_dialog.py: Invarianten ok
9270,k10_regression_shield,14,PASS,Regressionsschild intakt
9271,k1_first_run_path,11,PASS,Erststartpfad ok
9272,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9273,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9274,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9275,k5_help_wiki,11,PASS,Wiki-Topic ok
9276,k6_text_quality,197,PASS,de: 40 Werte sauber
9277,k7_update_path,6,PASS,Update-Pfad ok
9278,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9279,k9_dialog_invariants,3,PASS,backup_restore_dialog.py: Invarianten ok
9280,k10_regression_shield,14,PASS,Regressionsschild intakt
9281,k1_first_run_path,11,PASS,Erststartpfad ok
9282,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9283,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9284,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9285,k5_help_wiki,11,PASS,Wiki-Topic ok
9286,k6_text_quality,164,PASS,en: 40 Werte sauber
9287,k7_update_path,6,PASS,Update-Pfad ok
9288,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9289,k9_dialog_invariants,5,PASS,budget_adjustment_dialog.py: Invarianten ok
9290,k10_regression_shield,14,PASS,Regressionsschild intakt
9291,k1_first_run_path,11,PASS,Erststartpfad ok
9292,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9293,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9294,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9295,k5_help_wiki,11,PASS,Wiki-Topic ok
9296,k6_text_quality,197,PASS,fr: 40 Werte sauber
9297,k7_update_path,6,PASS,Update-Pfad ok
9298,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9299,k9_dialog_invariants,5,PASS,budget_entry_dialog_extended.py: Invarianten ok
9300,k10_regression_shield,14,PASS,Regressionsschild intakt
9301,k1_first_run_path,11,PASS,Erststartpfad ok
9302,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9303,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9304,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9305,k5_help_wiki,11,PASS,Wiki-Topic ok
9306,k6_text_quality,182,PASS,de: 40 Werte sauber
9307,k7_update_path,6,PASS,Update-Pfad ok
9308,k8_key_discipline,61,PASS,Schluesseldisziplin ok
9309,k9_dialog_invariants,3,PASS,budget_fill_dialog.py: Invarianten ok
9310,k10_regression_shield,14,PASS,Regressionsschild intakt
9311,k1_first_run_path,11,PASS,Erststartpfad ok
9312,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9313,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9314,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9315,k5_help_wiki,11,PASS,Wiki-Topic ok
9316,k6_text_quality,200,PASS,en: 40 Werte sauber
9317,k7_update_path,6,PASS,Update-Pfad ok
9318,k8_key_discipline,60,PASS,Schluesseldisziplin ok
9319,k9_dialog_invariants,3,PASS,category_delete_dialog.py: Invarianten ok
9320,k10_regression_shield,14,PASS,Regressionsschild intakt
9321,k1_first_run_path,11,PASS,Erststartpfad ok
9322,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9323,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9324,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9325,k5_help_wiki,11,PASS,Wiki-Topic ok
9326,k6_text_quality,200,PASS,fr: 40 Werte sauber
9327,k7_update_path,6,PASS,Update-Pfad ok
9328,k8_key_discipline,66,PASS,Schluesseldisziplin ok
9329,k9_dialog_invariants,1,PASS,category_excel_io.py: Invarianten ok
9330,k10_regression_shield,14,PASS,Regressionsschild intakt
9331,k1_first_run_path,11,PASS,Erststartpfad ok
9332,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9333,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9334,k4_guide_coverage,10,PASS,de-Guide deckt Kernfunktionen
9335,k5_help_wiki,11,PASS,Wiki-Topic ok
9336,k6_text_quality,200,PASS,de: 40 Werte sauber
9337,k7_update_path,6,PASS,Update-Pfad ok
9338,k8_key_discipline,68,PASS,Schluesseldisziplin ok
9339,k9_dialog_invariants,3,PASS,category_manager_dialog.py: Invarianten ok
9340,k10_regression_shield,14,PASS,Regressionsschild intakt
9341,k1_first_run_path,11,PASS,Erststartpfad ok
9342,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9343,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9344,k4_guide_coverage,10,PASS,en-Guide deckt Kernfunktionen
9345,k5_help_wiki,11,PASS,Wiki-Topic ok
9346,k6_text_quality,200,PASS,en: 40 Werte sauber
9347,k7_update_path,6,PASS,Update-Pfad ok
9348,k8_key_discipline,48,PASS,Schluesseldisziplin ok
9349,k9_dialog_invariants,1,PASS,category_picker.py: Invarianten ok
9350,k10_regression_shield,14,PASS,Regressionsschild intakt
9351,k1_first_run_path,11,PASS,Erststartpfad ok
9352,k2_booking_lifecycle,11,PASS,Lebenszyklus ok
9353,k3_bundle_roundtrip,5,PASS,Bundle-Rundlauf ok
9354,k4_guide_coverage,10,PASS,fr-Guide deckt Kernfunktionen
9355,k5_help_wiki,11,PASS,Wiki-Topic ok
